Name of the station,Year,srcStateName,StateCode,StateName,IntermediateRatio
KRS DAM MANDYA,2018,KARNATAKA,29,KARNATAKA,1
"GANGA AT BITHOOR (KANPUR), U.P.",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI,2017,KARNATAKA,29,KARNATAKA,1
SIRSA AT U/S SITOMAJRI NALLAHGARH,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"YAMUNA AT AGRA U/S, U.P.",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"GODAVARI AT PANCHAVATI AT RAMKUND,NASHIK",2019,MAHARASHTRA,27,MAHARASHTRA,1
"LARGI AT D/S, H.P.",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
RIVER TORSA D/S OF GHUGHUMARI,2019,WEST BENGAL,19,WEST BENGAL,1
"BHAVANI AT BHAVANI SAGAR, TAMILNADU",2018,TAMIL NADU,33,TAMIL NADU,1
GIRNA AT MALEGAON (MANMAD),2017,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT KANNAUJ D/S, U.P",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
BARAKAR AT ASANSOL (WATER INTAKE POINT),2016,WEST BENGAL,19,WEST BENGAL,1
"GHATPRABHA AT W.A. POINT TO GOKAK TOWN,",2019,KARNATAKA,29,KARNATAKA,1
"BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM",2017,ASSAM,18,ASSAM,1
"GANGA AT PUNPUN, PATNA",2016,BIHAR,10,BIHAR,1
"BHIMA AT PUNE U/S VITHALWADI, HAWELI, PUNE",2019,MAHARASHTRA,27,MAHARASHTRA,1
KHAROON RIVER A/C KHAPRI DRAIN,2013,CHHATTISGARH,22,CHHATTISGARH,1
"GOMTI AT SITAPUR U/S AT WATER INTAKE, U.P.",2019,UTTAR PRADESH,9,UTTAR PRADESH,1
PABBAR D/S SWARAKUDDU,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GANGA AT KALA KANKAR, RAEBARELI",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE",2017,MAHARASHTRA,27,MAHARASHTRA,1
"SIRSA RIVER , U/S SITOMAJRI NALLAHGARH",2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"RIVER DHOUS AT MADHWAPUR, MADHUBANI",2019,BIHAR,10,BIHAR,1
GANGA AT BITHOOR (KANPUR),2016,UTTAR PRADESH,9,UTTAR PRADESH,1
KRISHNA RIVER AT KSHETRA MAHULI.,2014,MAHARASHTRA,27,MAHARASHTRA,1
CAUVERY AT SATHYAGALAM BRIDGE,2016,KARNATAKA,29,KARNATAKA,1
RIVER YAMUNA AT SHAHPUR,2019,"UTTAR
PRADESH",9,UTTAR PRADESH,1
SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR,2018,GUJARAT,24,GUJARAT,1
GANGA AT KANNAUJ D/S,2012,UTTAR PRADESH,9,UTTAR PRADESH,1
RAM REKHA RIVER AT HARINAGAR,2014,BIHAR,10,BIHAR,1
"KRISHNA AT GADWAL BRIDGE, A.P.",2013,ANDHRA PRADESH,36,ANDHRA PRADESH,1
KANIHA U/S,2018,ODISHA,21,ODISHA,1
"JHELUM RIVER AT SOPORE, CONFLUENCE POINT OF WULAR LAKE",2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"CHOUPAN AT VIJAYPUR 100 METRE D/S OF NFL NALLA, GUNA",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"GODAVARI RIVER AT SAIKHEDA, NIPHAD, NASHIK",2019,MAHARASHTRA,27,MAHARASHTRA,1
"RIVER DAMODAR AT ASANSOL U/S, BURDWAN",2019,WEST BENGAL,19,WEST BENGAL,1
"HASDEO AT U/S KORBA, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
"NARMADA AT AMARKANTAKE FROM ORIGIN POINT, REWA",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
MAHANADI AT HIRAKUD RESERVOIR,2017,ODISHA,21,ODISHA,1
"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
SABARMATI AT DHAROI DAM,2017,GUJARAT,24,GUJARAT,1
KUNDA AT KHARGONE,2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"D/S KOHRA, RAJ GHAT, MANJHAULIA,",2019,BIHAR,10,BIHAR,1
"MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
VINDYADHARI D/S MALANCHA BURNING GHAT,2016,WEST BENGAL,19,WEST BENGAL,1
GHATPRABHA AT W.A. POINT TO GOKAK TOWN,2012,KARNATAKA,29,KARNATAKA,1
RIVER LAKHANDEI SITAMARHI U/S,2019,BIHAR,10,BIHAR,1
"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",2019,WEST BENGAL,19,WEST BENGAL,1
SINDH AT SONAMARG U/S,2012,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"CAUVERY AT KUMBAKONAM, THANJAVUR, TAMILNADU",2013,TAMILNADU,33,TAMIL NADU,1
"RIVER UJH AT DAM SITE(L.H.S.), KATHUA, J&K",2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
TALCHER FD/S,2013,ORISSA,21,ODISHA,1
"KAPILI RIVER AT DHARMTUL BRIDGE, NH31, NAGAON, ASSAM",2017,ASSAM,18,ASSAM,1
GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),2013,BIHAR,10,BIHAR,1
YAMUNA AT HANUMANCHATTI,2016,UTTARAKHAND,5,UTTARAKHAND,1
"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",2019,WEST BENGAL,19,WEST BENGAL,1
"MANER AT WARANGAL U/S, A.P.",2013,ANDHRA PRADESH,36,TELANGANA,1
"GAI NADI/ RIVER AT SOMARAJAN, DHEMAJI",2019,ASSAM,18,ASSAM,1
RAVI AT AT CHAMERA RESERVOIR,2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
DAHA AT SIWAN,2019,BIHAR,10,BIHAR,1
"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE, LEKAWADA,",2017,GUJARAT,24,GUJARAT,1
"IB AT BRAJRAJNAGAR (INTAKE) D/S, ODISHA",2018,ODISHA,21,ODISHA,1
"CAUVERY AT VAIRAPALAYAM, NAMAKAL, TAMILNADU",2013,TAMILNADU,33,TAMIL NADU,1
GANGA AT D/S BUXAR NEAR GANGA BRIDGE,2018,BIHAR,10,BIHAR,1
"BHOGDOI RIVER AT JORHAT ,ASSAM",2013,ASSAM,18,ASSAM,1
"URMODI AT NAGTHANE, SATARA.",2012,MAHARASHTRA,27,MAHARASHTRA,1
SWAN RIVER AT D/S NANGAL DISTT. UNA,2019,"HIMACHAL
PRADESH",2,HIMACHAL PRADESH,1
"GODAVARI, D/S OF RAMANUGUNDAM,",2013,ANDHRA PRADESH,36,TELANGANA,1
BHADRA AT MALLESWARAM D/S OF KIOCL,2019,KARNATAKA,29,KARNATAKA,1
RIVER GANGA AT BATHING GHAT (BHARAOGHAT),2017,UTTAR PRADESH,9,UTTAR PRADESH,1
BINJHARPUR,2018,ODISHA,21,ODISHA,1
"YAMUNA , U/S PAONTA SAHIB, H.P",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"MANDAKINI B/C ALAKLNADA AT RUDRAPRAYAG,",2019,UTTARAKHAND,5,UTTARAKHAND,1
"WARDHA RIVER AT D/S OF ACC LTD. GHUGGUS NEAR WCL PUMP HOUSE, VILLAGE GHUGGUS, TALUKA CHANDRAPUR, DISTRICT CHANDRAPUR.",2018,MAHARASHTRA,27,MAHARASHTRA,1
GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,2012,ANDHRA PRADESH,36,ANDHRA PRADESH,1
GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,2014,MAHARASHTRA,27,MAHARASHTRA,1
"U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM",2014,ASSAM,18,ASSAM,1
RIVER GANGA AT D/S SARIKPUR,2018,BIHAR,10,BIHAR,1
"NANDAUR RIVER DS SITARGANJ INDUSTRIAL AREA, US NAGAR",2018,UTTARAKHAND,5,UTTARAKHAND,1
"WENA RIVER AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT, WARDHA",2019,MAHARASHTRA,27,MAHARASHTRA,1
RIVE GANGA AT U/S BARAHPUR BINDTOLI,2019,BIHAR,10,BIHAR,1
GANGA AT HARIDWAR D/S,2017,UTTARAKHAND,5,UTTARAKHAND,1
GANGA AT U/S BHAGALPUR,2017,BIHAR,10,BIHAR,1
"SEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
MALEI AT JAORA,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
YAMUNA AT WAZIRABAD,2012,DELHI,7,DELHI,1
"HOOGHLY, DURGACHAK, NEAR PATHIKALI",2016,WEST BENGAL,19,WEST BENGAL,1
RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",2019,BIHAR,10,BIHAR,1
BAITARNI RIVER AT TRIBINDHA,2019,ODISHA,21,ODISHA,1
MANWAR TAWI AT VILLAGE KALLAR (ABOUT 15 KM D/S SALAINI BRIDGE),2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"D/S OF RIVER KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10MLD STP LOCATED AT RAMALINGESHWARNAGAR, VIJAYAWADA, KRISHNA, A.P.",2013,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"KHAROON B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",2016,CHHATTISGARH,22,CHHATTISGARH,1
"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",2013,MADHYA PRADESH,23,MADHYA PRADESH,1
GANGUA NEAR RAJDHANI ENGINEERING COLLEGE,2019,ODISHA,21,ODISHA,1
BORAK AT PANCHAGRAM,2016,ASSAM,18,ASSAM,1
"BANAS,DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",2016,RAJASTHAN,8,RAJASTHAN,1
"DIKHOW RIVER AT NAGINI MORA (INTERSTATE BOUNDARIES, ASSAM NAGALAND)",2019,ASSAM,18,ASSAM,1
"DS OF RUPNARAYAN AT KOLAGHAT, NEAR KOLAGHAT RAIL BRIDGE NO.3",2018,WEST BENGAL,19,WEST BENGAL,1
"MATHA BHANGA, GOBINDAPUR",2012,WEST BENGAL,19,WEST BENGAL,1
AUL,2013,ORISSA,21,ODISHA,1
"CAUVERY AT THIRUMUKKUDAL CONFL. PT.OF R. AMRAVATI,",2018,TAMIL NADU,33,TAMIL NADU,1
GANGA DARBHANGA GHAT AT PATNA,2017,BIHAR,10,BIHAR,1
KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,2016,ODISHA,21,ODISHA,1
"GANGA AT RAJMAHAL,",2019,JHARKHAND,20,JHARKHAND,1
CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI,2019,KARNATAKA,29,KARNATAKA,1
"PENNAR AT SIDDVATA, NELLORE, A.P.",2018,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"CHUNT KOL (MAULANA AZAD BRIDGE), J&K",2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
CHILLAR AT SHAJAPUR,2017,MADHYA PRADESH,23,MADHYA PRADESH,1
"GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
"CHANDRABHAGA RIVER AT D/S OF PANDHARPUR TOWN REAR VISHNUPANT MANDIR, VILLAGE GOPALPUR,TALUKA PANDHARPUR,DISTRICT SOLAPUR.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"CAUVERY AT SATHYAGALAM BRIDGE, KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",2017,ANDHRA PRADESH,36,TELANGANA,1
"LIDDER NALLAH NERA BUMZOO, ANANTNAG",2017,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",2013,MAHARASHTRA,27,MAHARASHTRA,1
NARMADA AT PANETHA,2012,GUJARAT,24,GUJARAT,1
BEAS AT D/S PANDOH DAM,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BARAK RIVER AT D/S OF SILCHAR, ASSAM",2017,ASSAM,18,ASSAM,1
HINDON D/S GHAZIABAD,2016,UTTAR PRADESH,9,UTTAR PRADESH,1
GIRNA AT JALGAON,2016,MAHARASHTRA,27,MAHARASHTRA,1
TAPI AT NEPANAGAR,2012,MADHYA PRADESH,24,MADHYA PRADESH,1
"BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU",2018,TAMIL NADU,33,TAMIL NADU,1
"GODAVARI AT RAJAHMUNDRY D/s DHAVALESWARAM, EAST GODAVARI",2017,ANDHRA PRADESH,36,ANDHRA PRADESH,1
DAMODAR D/S SINDRI,2018,JHARKHAND,20,JHARKHAND,1
GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),2018,BIHAR,10,BIHAR,1
"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",2018,ASSAM,18,ASSAM,1
BINWA AT D/S PAPROLA/BAIJNATH,2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"YAMUNA AT DS OF AGRA, U.P.",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"SANKOSH RIVER, DHUBRI, ASSAM",2018,ASSAM,18,ASSAM,1
KRISHNA ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,2016,KARNATAKA,29,KARNATAKA,1
"DHANSIRI AT GOLAGHAT, ASSAM",2019,ASSAM,18,ASSAM,1
"KRISHNA RIVER AT WAI, VILLAGE WAI,TALUKA WAI,DISTRICT SATARA.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"CAUVERY AT PUGALUR, KARUR, TAMILNADU",2017,TAMIL NADU,33,TAMIL NADU,1
GANGA AT BUXAR,2018,BIHAR,10,BIHAR,1
CAUVERY AT KRS DAM MANDYA,2017,KARNATAKA,29,KARNATAKA,1
BRAHMANI AT TALCHER U/S,2012,ORISSA,21,ODISHA,1
PARVATI AT U/S MANIKARAN,2019,"HIMACHAL
PRADESH",2,HIMACHAL PRADESH,1
MAHANADI AT SAMBALPUR D/S,2012,ORISSA,21,ODISHA,1
"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.",2012,MAHARASHTRA,27,MAHARASHTRA,1
"KHARI AT LALI VILLAGE NEAR AHMEDABAD, GUJARAT",2018,GUJARAT,24,GUJARAT,1
BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),2013,ASSAM,18,ASSAM,1
"KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.",2012,MAHARASHTRA,27,MAHARASHTRA,1
BHIMA RIVER AT CONFLUENCE OF JEWARGI TOWN SEWAGE DISPOSAL POINT,2017,KARNATAKA,29,KARNATAKA,1
"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.)",2012,BIHAR,10,BIHAR,1
BANGANGA AT U/S IDRISHPUR (U.K.),2019,UTTARAKHAND,5,UTTARAKHAND,1
KICHHA RIVER AT KICHHA U.S. NAGAR,2018,UTTARAKHAND,5,UTTARAKHAND,1
"GHAGHARA NEAR CHAPRA, BIHAR",2014,BIHAR,10,BIHAR,1
RIVE YAMUNA AT KHOJKIPUR PANIPAT,2018,HARYANA,6,HARYANA,1
MAHANADI AT HIRAKUD RESERVOIR,2016,ODISHA,21,ODISHA,1
"DIKRONG RIVER AT NIRJULI,",2019,"ARUNACHAL
PRADESH",12,ARUNACHAL PRADESH,1
GANGA AT MOKAMA (D/S),2018,BIHAR,10,BIHAR,1
DAMODAR D/S SINDRI,2016,JHARKHAND,20,JHARKHAND,1
"SABARI AT KUNAVARAM, KHAMMAM",2013,ANDHRA PRADESH,36,TELANGANA,1
BAGMATI RIVER AT MUZAFFARPUR,2018,BIHAR,10,BIHAR,1
BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,2012,MADHYA PRADESH,23,MADHYA PRADESH,1
CAUVERY AT MUSIRI,2012,TAMILNADU,33,TAMIL NADU,1
JHANJI AT N.H. CROSSING JORHAT,2016,ASSAM,18,ASSAM,1
MULA RIVER AT HARRISON BDG NEAR MULA- PAWANA SANGAM.,2012,MAHARASHTRA,27,MAHARASHTRA,1
"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
BEAS AT U/S PATHANKOT,2012,PUNJAB,3,PUNJAB,1
SHIMSHA AT WATER SUPPLY INTAKE POINT AT MADDUAR,2019,KARNATAKA,29,KARNATAKA,1
SABULIA NADI NEAR RAMBHA (AT JAGANNATHPATNA),2018,ODISHA,21,ODISHA,1
SINDH RIVER AT SONAMARG U/S,2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"TUNGABHADRA AT JACKWELL POINT, KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
"DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
SUTLEJ AT U/S SLAPPER,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
WATER SUPPLY INTAKE POINT TO MANDYA TOWN,2018,KARNATAKA,29,KARNATAKA,1
"HINDON AT SAHARANPUR D/S, U.P.",2014,UTTAR PRADESH,9,UTTAR PRADESH,1
"IB AT SUNDARGARH, ODISHA",2014,ODISHA,21,ODISHA,1
"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",2019,UTTAR PRADESH,9,UTTAR PRADESH,1
"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR",2012,KARNATAKA,29,KARNATAKA,1
"CHURNI D/S OF SANTIPUR TOWN, WEST BENGAL",2014,WEST BENGAL,19,WEST BENGAL,1
DEVAK RIVER AT UTTERBEHNI,2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP",2016,ASSAM,18,ASSAM,1
"TAPI AT MANDAVI,",2019,GUJARAT,24,GUJARAT,1
"BORI RIVER D/S OF AMALNER, JALGAON",2017,MAHARASHTRA,27,MAHARASHTRA,1
"MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT, SHIVAJINAGAR, PUNE",2019,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",2014,UTTAR PRADESH,9,UTTAR PRADESH,1
RIVER GOMTI AT GAUGHAT D/S,2017,UTTAR PRADESH,9,UTTAR PRADESH,1
KUAKHAI AT BHUBANESWAR U/S,2017,ODISHA,21,ODISHA,1
RANGA NADI D/S OF HYDEL PROJECT,2014,ASSAM,18,ASSAM,1
KAGINA D/S OF SEWAGE DISPOSAL POINT,2013,KARNATAKA,29,KARNATAKA,1
RIVER BEAS AT RAISON,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",2013,WEST BENGAL,19,WEST BENGAL,1
"KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
CHAMBAL AT NAGDA U/S (WATER INTAKE POINT) M.P.,2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"RIVER NAKKAVAGU, BACHUGUDEM,MEDAK",2013,ANDHRA PRADESH,36,TELANGANA,1
RIVER STLUJ D/S LANDFILL SITE RAMPUR,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"CAUVERY AT PUGALUR, KARUR, TAMILNADU",2013,TAMILNADU,33,TAMIL NADU,1
BEAS AT 100M D/S INDUST. DISCH. GOINDWAL PUNJAB,2013,PUNJAB,3,PUNJAB,1
"AMRAVATI AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUC",2016,GUJARAT,24,GUJARAT,1
"TONS RIVER, H.P",2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BHIMA AT TAKLI,2012,MAHARASHTRA,27,MAHARASHTRA,1
SPITI AT KHAB,2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
SATLUJ AT U/S TATAPANI,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GANDAK AT KONHARA GHAT, VAISHALI",2019,BIHAR,10,BIHAR,1
"RANGA NADI D/S OF HYDEL PROJECT, ASSAM",2017,ASSAM,18,ASSAM,1
MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,2012,ORISSA,21,ODISHA,1
"VENNA RIVER AT VARYE, SATARA.",2013,MAHARASHTRA,27,MAHARASHTRA,1
RAVI AT D/S OF CHAMBA TOWN,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"CAUVERY AT PALLIPPALAYAM, TAMIL NADU",2013,TAMILNADU,33,TAMIL NADU,1
"CAUVERY AT BANNUR BRIDGE, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
"SONE AT INDRAPURI, DEHRI ON SONE",2017,BIHAR,10,BIHAR,1
CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,2018,KARNATAKA,29,KARNATAKA,1
"NANDOUR RIVER U/S SITARGANJ INDUSTRIAL AREA, US NAGAR",2019,UTTARAKHAND,5,UTTARAKHAND,1
"YAMUNA AT MATHURA D/S , U.P.",2017,UTTAR PRADESH,9,UTTAR PRADESH,1
DAHA RIVER AT MEERGANJ,2014,BIHAR,10,BIHAR,1
"TAPI AT BHUSAWAL U/S, BHUSAWAL RAILWAY COLONY, BHUSAWAL, JALGAON",2019,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT HARIDWAR D/S, U.P",2014,UTTARAKHAND,5,UTTARAKHAND,1
"MAHANADI AT SIHAWA, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
"YAMUNA AT VISHRAMGHAT, MATHURA",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
ARKAVATHI AT D/S OF KANAKAPURA TOWN,2012,KARNATAKA,29,KARNATAKA,1
BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA,2018,ODISHA,21,ODISHA,1
RAVI AT AT D/S CHAMERA III HEP,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"KSHIPRA AT W/S INTAKE POINT OF DEWAS, UJJAIN",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE,2019,ASSAM,18,ASSAM,1
"GODAVARI AT NASIK D/S, MAHARASHTRA",2014,MAHARASHTRA,27,MAHARASHTRA,1
SABARMATI AT AHMEDABAD AT V.N. BRIDGE,2016,GUJARAT,24,GUJARAT,1
"BAGMATI RIVER AT DARBANGA, SAMASTIPUR ROAD BRIDGE,",2018,BIHAR,10,BIHAR,1
"U/S OF KALINGARAYAN CANAL (B5), ERODE, TAMILNADU",2018,TAMIL NADU,33,TAMIL NADU,1
"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",2014,ANDHRA PRADESH,36,TELANGANA,1
KRISHNA AT WADAPALLY A/C WITH MUSI (SHIFTED FROM 1220),2016,TELANGANA,36,TELANGANA,1
"SIMRAR AT KATNI NEAR ACC W/S INTAKE POINT, JABLAPU",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
"PARVATI RIVER, GUNA",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
GANGA AT VARANASI D/S (MALVIYA BRIDGE),2019,"UTTAR
PRADESH",9,UTTAR PRADESH,1
RIVER SUTLEJ AT PHILLAUR U/S,2019,PUNJAB,3,PUNJAB,1
CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR,2012,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU,2012,ANDHRA PRADESH,36,TELANGANA,1
GANGA AT KANPUR U/S (RANIGHAT),2018,UTTAR PRADESH,9,UTTAR PRADESH,1
WAINGANGA AFTER CONLUENCE WITH KANHAN,2013,MAHARASHTRA,27,MAHARASHTRA,1
BINWA AT D/S PAPROLA/BAIJNATH,2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"MAHI AT VIRPUR,",2019,GUJARAT,24,GUJARAT,1
"YAMUNA AT JUHIKA B/C WITH CHAMBAL, ETAWAH, U.P",2017,UTTAR PRADESH,9,UTTAR PRADESH,1
PANCHAGANGA D/S OF KOLHAPUR TOWN,2013,MAHARASHTRA,27,MAHARASHTRA,1
WAINGANGA RIVER D/S OF ELLORA PAPER MILL.,2017,MAHARASHTRA,27,MAHARASHTRA,1
"MANUSMARAT RIGA, SITAMARHI",2016,BIHAR,10,BIHAR,1
"KSHIPRA AT RAMGHAT AT UJJAIN, M.P.",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATISSGARH",2013,CHHATTISGARH,22,CHHATTISGARH,1
YAMUNA AT YAMUNOTRI,2012,UTTARAKHAND,5,UTTARAKHAND,1
"WARDHA AT RAJURA BRIDGE,RAJURA, CHANDRAPUR, CHANDRAPUR",2019,MAHARASHTRA,27,MAHARASHTRA,1
SUBARNAREKHA AT GATALSUD DAM,2018,JHARKHAND,20,JHARKHAND,1
YAMUNA AT OKHLA A/M OF SHAHDARA DRAIN,2016,DELHI,7,DELHI,1
MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,2012,CHHATTISGARH,22,CHHATTISGARH,1
"MANJEERA RIVER NEAR GANAPATHI SUGARS , MEDAK DIST.",2019,TELANGANA,36,TELANGANA,1
BADAJHOR (AT DHENKANAL),2017,ODISHA,21,ODISHA,1
KAMALA RIVER AT JAYNAGAR,2012,BIHAR,10,BIHAR,1
"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",2014,MAHARASHTRA,27,MAHARASHTRA,1
SIRSA AT D/S NALAGARH BRIDGE,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
ARKAVATHI AT T.G. HALLI RESERVOIR,2016,KARNATAKA,29,KARNATAKA,1
GOLA RIVER AT HALDWANI,2018,UTTARAKHAND,5,UTTARAKHAND,1
"TRIBENI ON GANGA, NEAR BURNING GHAT",2016,WEST BENGAL,19,WEST BENGAL,1
"BHAVANI AT D/S OF BHAVANISAGAR, SATHYAMANGALAM, ERODE, TAMILNADU",2013,TAMILNADU,33,TAMIL NADU,1
RIVER SUTLEJ AT BUNGA SAHIB,2019,PUNJAB,3,PUNJAB,1
