Station code,Station name,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode,Year
3158,SHERGHATI BORE WELL WATER AT BUS STAND,BIHAR,25,28,7.2,7.6,705,2070,,,0,0,7,7,11,11,2016,2016,"Calendar Year (Jan - Dec), 2016"
3159,SHAHPUR HAND PUMP WATER AT PHAHPUR HIGH SCHOOL,BIHAR,27,27,7.1,7.3,518,976,,,0,0,7,7,9,9,2016,2016,"Calendar Year (Jan - Dec), 2016"
3160,RAXAUL HAND PUMP WATER AT BUS STAND,BIHAR,25,33,7.3,7.5,779,882,,,0,0,4,7,6,9,2016,2016,"Calendar Year (Jan - Dec), 2016"
3161,KATIHAR HAND PUMP WATER AT BUS STAND,BIHAR,27,32,7.2,7.2,325,820,,,0,0,6,6,9,9,2016,2016,"Calendar Year (Jan - Dec), 2016"
2039,"SECTOR 15, CHANDIGARH",CHANDIGARH,27,28,7.2,7.4,710,900,5,5,3,3.3,6,6,8,8,2016,2016,"Calendar Year (Jan - Dec), 2016"
2040,"SECTOR 22, CHANDIGARH",CHANDIGARH,27,28,7,7.1,710,820,5,5,3,3.3,2,348,4,710,2016,2016,"Calendar Year (Jan - Dec), 2016"
2043,"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,26,28,7,7.2,875,910,6,6,1.9,3.6,2,5,6,8,2016,2016,"Calendar Year (Jan - Dec), 2016"
2044,"DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,23,29,6.9,7.2,695,720,9,9,2.7,3.4,9,9,11,11,2016,2016,"Calendar Year (Jan - Dec), 2016"
2045,"DADU MAJRA, CHANDIGARH",CHANDIGARH,26,27,7.3,7.3,553,600,4,4,3.6,4,4,4,6,6,2016,2016,"Calendar Year (Jan - Dec), 2016"
1620,AT RAIPUR REGION,CHHATTISGARH,24,28,7.7,7.9,530,688,0.3,0.4,0.3,2.4,,,2,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
1621,AT RAIPUR REGION,CHHATTISGARH,24,29,7.7,7.9,506,578,0.4,0.7,1,2.3,,,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
1622,AT BILASPUR REGION,CHHATTISGARH,29.5,34,7.5,7.5,352,360,,,0.6,0.7,,,8,8,2016,2016,"Calendar Year (Jan - Dec), 2016"
1623,AT BILASPUR REGION,CHHATTISGARH,28,34,7.5,8,360,416,,,0.5,0.6,,,8,8,2016,2016,"Calendar Year (Jan - Dec), 2016"
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL AREA, BHILAI",CHHATTISGARH,27,27,7.5,7.5,,,0.5,1.2,0.2,0.4,,,9,9,2016,2016,"Calendar Year (Jan - Dec), 2016"
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA",CHHATTISGARH,26.2,26.5,7.1,7.2,,,0.4,0.6,0,0.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3173,"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA",CHHATTISGARH,26.2,26.6,7.2,7.2,,,0.4,0.6,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA",CHHATTISGARH,26.3,26.6,7.1,7.1,,,0.6,0.8,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2453,"VILLAGE KHANVEL, DADRA",DADRA & NAGAR HAVELI,29,29.2,7.2,7.4,442,678,,,0.8,1.6,70,240,278,920,2016,2016,"Calendar Year (Jan - Dec), 2016"
2454,"VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,29,29.8,7,7.6,496,778,,,0.7,2,12,1600,280,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2455,"VILLAGE MASAT, DADRA",DADRA & NAGAR HAVELI,28,29.8,6.7,7.5,1483,2196,12,12,0.3,1,0,540,28,920,2016,2016,"Calendar Year (Jan - Dec), 2016"
2456,"VILLAGE PIPERIA, DADRA",DADRA & NAGAR HAVELI,29,29.4,6.9,7.6,1365,1504,10,16,2.1,7.1,10,23,33,280,2016,2016,"Calendar Year (Jan - Dec), 2016"
2457,"VILLAGE GALONDA, DADRA",DADRA & NAGAR HAVELI,28,29,7.4,7.5,1010,1080,,,1,1.6,20,46,136,540,2016,2016,"Calendar Year (Jan - Dec), 2016"
2458,"VILLAGE, DADRA",DADRA & NAGAR HAVELI,28,30.2,7.2,7.6,1880,2220,20,20,0.6,2.7,6,900,10,542,2016,2016,"Calendar Year (Jan - Dec), 2016"
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN & DIU,26,29,7.4,8,830,1276,8,9,0,2.5,2,221,10,920,2016,2016,"Calendar Year (Jan - Dec), 2016"
2448,"VILLAGE BHIMPORE, DAMAN",DAMAN & DIU,28,29.2,6.4,7.6,610,660,4.9,9.5,1.8,6.9,542,1600,1600,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2449,"VILLAGE RINGANWADA, DAMAN",DAMAN & DIU,29,29.2,6.8,8,1460,1666,4.9,9.5,0.4,2.6,8,350,13,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2450,"VILLAGE DUNETHA, DAMAN",DAMAN & DIU,29,29.8,6.8,7.2,692,920,4.9,9.5,2.2,2.9,70,1600,920,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2451,"VILLAGE DABHEL, DAMAN",DAMAN & DIU,28,29,6.7,7.3,570,1138,,,1.4,3.3,26,1600,540,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2452,"VILLAGE KACHIGAM, DAMAN",DAMAN & DIU,28,29,6.8,7.6,832,1250,,,0.8,6.8,2,1600,6,1600,2016,2016,"Calendar Year (Jan - Dec), 2016"
2277,WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),GOA,31.5,32,6.7,7.5,285,285,0.9,1.1,3.1,3.7,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2278,WELL AT SANCOALE INDL.ESTATE,GOA,27,29,6.7,6.9,64,64,1.1,1.7,1.1,1.1,,,13,13,2016,2016,"Calendar Year (Jan - Dec), 2016"
2279,"WELL AT ZUARI INDUSTRIES LTD, ZUARI NAGAR",GOA,,,,,,,,,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2280,WELL AT KUDAI INDL. ESTATE(M/S CADILA HEALTHCARE LIMITED),GOA,29,31,6.1,6.6,34,34,0.6,0.6,0.1,0.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2281,WELL AT CORLIM INDL. ESTATE,GOA,29.9,31,6.5,7,23,23,0.3,0.5,0.4,0.5,13,13,170,170,2016,2016,"Calendar Year (Jan - Dec), 2016"
2282,WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM ),GOA,28,32.8,6.9,7.1,81,266,1.2,2.7,0.1,1,7.8,23,33,79,2016,2016,"Calendar Year (Jan - Dec), 2016"
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,GOA,29,31,6.7,6.7,351,351,0.5,0.8,0,0,7.8,130,23,350,2016,2016,"Calendar Year (Jan - Dec), 2016"
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,GOA,28.5,29.7,5.3,7.5,109,109,0.2,0.5,1.9,3.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,GOA,29,32,5.5,6.9,74,74,1.2,1.7,1,1.3,2,13,7.8,49,2016,2016,"Calendar Year (Jan - Dec), 2016"
3,"WELL AT AHMEDABAD, GUJARAT",GUJARAT,28,30,7.47,7.7,1402,1402,1.5,2.4,2,3.86,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
6,"WELL AT BARODA, GUJARAT",GUJARAT,27,30,7.5,8.3,392,1886,0.61,2.21,0.3,0.97,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
1226,"WELL AT NAROL, AHMEDABAD, GUJARAT",GUJARAT,32,33,7.8,7.9,503,1225,0.8,1.8,0.8,3.9,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1948,BHAVNAGAR,GUJARAT,29,29,7.4,7.6,1290,1307,1.4,1.6,0.2,0.6,,,2,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
1949,AMRELI,GUJARAT,29,30,8,8,1020,1347,1.2,1.6,0,0.2,,,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
1950,JUNAGADH,GUJARAT,23,23,7.6,8.2,1530,1640,1,1.1,0.9,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1951,RAJKOT,GUJARAT,25,27,7.7,8.2,1070,1100,0.8,1.4,0.9,1.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1952,SURENDRANAGAR,GUJARAT,25,27,7.8,8.2,87.4,4540,1.5,1.5,1.2,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1953,JAMNAGAR,GUJARAT,28,28,7.3,7.4,1010,1010,0.4,0.4,0.4,0.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1954,BHUJ,GUJARAT,26,28,7.1,8.1,4318,4866,2.8,5.6,1.1,5.3,2,3.7,4,4.5,2016,2016,"Calendar Year (Jan - Dec), 2016"
1955,PALANPUR,GUJARAT,25,30,7.7,8.4,1067,1564,1.7,2,4,4.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1956,MEHASANA,GUJARAT,29,29,7,7.1,2290,2477,1.5,3.2,2.9,5.8,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1957,SIDDHPUR (DIST.PATAN),GUJARAT,25,28,7.3,8.6,1357,1463,1.2,1.7,3.3,4.7,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1958,HIMATNAGAR,GUJARAT,27,28,7.8,8.2,799,1010,0.7,1.7,3.8,5.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1959,NADIAD,GUJARAT,30,30,7.9,8.1,1746,2980,0.2,0.8,1.6,2.4,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
1960,DAHOD,GUJARAT,29,32,7.8,8,604,1437,0.1,0.1,0.8,2,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
1961,GODHARA,GUJARAT,29,32,7.1,7.1,1382,1415,0.2,3.6,1.2,3.3,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
1962,VADODARA (INDUSTRIAL-NANDESARI),GUJARAT,26,30,7.3,7.6,3650,6450,3,4.9,0.4,0.9,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
1965,"MORA-HAJIRA (INDUSTRIAL), HAJIRA",GUJARAT,26,30,8.5,8.5,1895,2456,0.9,1,0,0,8,109,21,109,2016,2016,"Calendar Year (Jan - Dec), 2016"
1966,"GABHENI VILLAGE, SURAT (INDUSTRIAL)",GUJARAT,27,30,7.7,8.3,960,1190,1,1.4,0,0,8,348,13,348,2016,2016,"Calendar Year (Jan - Dec), 2016"
1967,"ATUL,VILLAGE G.W, (VALSAD)",GUJARAT,25,27,7.6,8.6,480,512,1.8,2.1,0,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1968,"VAPI INDUSTRIAL AREA IN D/S, VAPI",GUJARAT,27,27,7.5,7.5,916,916,1.6,1.6,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1969,"SARIGAM VILLAGE (D/S OF INDUSTRIALAREA), VAPI",GUJARAT,28,28,8.1,8.5,824,990,0.6,1.4,0.2,0.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1970,"BOREWELL D/S TSDF SITE, GIDC INDUSTRIAL AREA, VAPI",GUJARAT,25,26,7.5,8.2,974,1302,1.8,2,0,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2083,BORE WELL OF CHHATRAL GIDC.,GUJARAT,27,31,7,8.3,1950,2686,1.4,2.9,1.6,6.8,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2084,BORE WELL OF PALSANA VILLAGE.,GUJARAT,29,31,7.5,7.5,1850,2095,1.6,1.6,4.9,5.6,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2084,BORE WELL OF PALSANA VILLAGE.,GUJARAT,27,27,8,8,1265,1265,1,1,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2085,BORE WELL OF SANTEJ VILLAGE.,GUJARAT,29,30,7.4,7.7,1519,1550,1.4,1.4,2.2,4.9,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2921,HAMIRA VILLAGE,PUNJAB,,,7.5,7.8,445,647,,,0.2,0.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2086,BORE WELL AT MSW DISPOSAL SITE OF SURAT MUNICIPAL,GUJARAT,30,30,7.5,7.5,35940,35940,1.2,1.2,0,0,4,4,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
2087,B/W- HAZARDOUS W. DISPOSAL SITE (GUJ. ENVIRO P.& I,GUJARAT,27,30,7.7,8.3,2445,3289,0.9,0.9,0,0,7,7,7,7,2016,2016,"Calendar Year (Jan - Dec), 2016"
2088,BORE WELL OF SACHIN GIDC.,GUJARAT,27,30,7.7,7.9,4.4,10015,1,1,0,0,0,8,11,16,2016,2016,"Calendar Year (Jan - Dec), 2016"
2089,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST. SUR",GUJARAT,28,29,7.5,8.4,2835,3240,1,1.2,0,0,,,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
2090,WELL AT OLPAD.,GUJARAT,28,29,6.8,8.4,2835,6208,0.9,1.2,0,0,17,17,130,130,2016,2016,"Calendar Year (Jan - Dec), 2016"
2091,FROM BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIAT,GUJARAT,25,27,7.5,7.8,2190,2888,0.9,0.9,0,0,5,5,5,5,2016,2016,"Calendar Year (Jan - Dec), 2016"
2093,BORE WELL OF BARDOLI AT REST HOUSE.,GUJARAT,26,28,7.4,8,1358,1920,0.9,1,0,0,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
2537,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,25,29,6.9,7.7,364,579,0.6,0.8,1.3,2.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2538,MOREGRAM CROSSING,WEST BENGAL,24,29,7,7.3,349,354,1.3,3.3,0.9,1.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,24.5,30,7.2,7.4,1815,2008,0.7,0.8,0.7,1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,25,29,6.5,6.7,1021,1074,0.5,1.1,0.2,2.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2543,SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,25.5,29,5.7,8,175,193,0.5,0.6,1.6,2.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2545,GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,26.5,32.5,6.9,7.1,1352,1932,0.8,0.9,1.4,2.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,28,30,7.3,8,921,964,0.8,1,0.1,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2547,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,28,28,6.9,7.6,929,2012,0.9,1.9,0.5,0.6,9,80,16,110,2016,2016,"Calendar Year (Jan - Dec), 2016"
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,31,32,7.8,8.1,237,369,1.2,1.6,0.1,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1397,WELL AT MUTHIALPET AREA(I),PUDUCHERRY,30,31,7,7.8,212,370,,,6.1,7.5,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,24,29,7,7.8,816,915,0.8,1.2,1.3,2.2,400,400,800,800,2016,2016,"Calendar Year (Jan - Dec), 2016"
2535,VISVA BHARATI,WEST BENGAL,25,38,7.7,7.8,461,516,0.4,0.6,0.2,0.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,24.5,29,7.4,7.6,490,709,0.6,1.2,0.3,1.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,66,68,9.2,9.7,526,613,1.2,1.9,0.2,0.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2529,GROUND WATER POINT NEAR BURDWAN STATION,WEST BENGAL,28.5,29,6.8,6.9,755,782,0.4,0.9,1.3,2.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2094,WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M,GUJARAT,28,28,7.8,7.8,4830,4830,0.8,0.8,0.1,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2095,"BORE WELL AT STP MADHAPAR, DIST. RAJKOT.",GUJARAT,25,28,7.4,7.7,2050,3080,0.9,1.2,1,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2096,"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI M",GUJARAT,29,29,7.3,7.3,4144,4699,1.3,1.7,2,2.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2097,"BORE WELL OF SOMESHWAR RICE MILL, NR. BAVLA ECO PR",GUJARAT,29,29,7.8,7.8,3583,3635,1.2,1.4,0.8,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2098,"BORE WELL OF PIRANA TERMINAL PUMPING STATION, PIRA",GUJARAT,28,30,7.5,8.2,2987,3076,1.2,2.1,2.6,4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3207,"BOREWELL OF GIDC,JHAGADIA",GUJARAT,30,30,7.8,7.8,1230,1230,0.8,0.8,0.5,0.5,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3208,"JILLA PANCHAYAT SCHOOL, NEAR GRAM PANCHAYAT KATA F",GUJARAT,25,25,6.5,6.5,9020,9020,2.4,2.4,0.1,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3209,"BOREWELL OF GAYATRI PRAGNA SCHOOL, BHADARWAD ROAD,",GUJARAT,28,28,8.1,8.3,864,1770,0.8,2.4,0.1,0.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3210,"BOREWELL AT PIRAMAL GLASS, VILLAGE TARSADI AT KOS",GUJARAT,26,30,7.3,8.3,3883,3883,1,1.1,0,0,2,2,5,5,2016,2016,"Calendar Year (Jan - Dec), 2016"
3211,"BOREWELL AT PRIMARY HEALTH CENTER, KADODARA, SURAT",GUJARAT,27,28,7.9,8.3,1582,1656,0.9,1,0,0.1,33,33,4,33,2016,2016,"Calendar Year (Jan - Dec), 2016"
3212,"BOREWELL NEAR CENTER OF EXCELLENCE BUILDING, GIDC,",GUJARAT,32,33,7.4,7.5,1999,2216,1,1.5,3.2,6,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3213,"BOREWELL, CETP-NARODA, GIDC, NARODA-AHMEDABAD",GUJARAT,32,33,7.5,7.6,1605,1850,1.5,1.7,3.7,5.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3214,BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BU,GUJARAT,32,33,7.5,7.7,1380,1748,1.6,1.7,3.6,6.9,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3215,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR,",GUJARAT,28,29,7.4,7.9,3220,3628,1.4,3.6,2.6,7.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3216,BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVI,GUJARAT,32,33,7.2,7.6,2180,2760,1,1.6,2.9,7.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3217,BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.L,GUJARAT,32,33,7.6,7.7,1540,2760,1,1.6,5.5,7.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3218,"WELL OF MODASA, NAGAR PALIKA, VARIGRUH, MODASA",GUJARAT,27,30,7.5,8.3,870,999,1.4,5,4.4,4.6,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3219,"WELL OF IDAR, NAGAR PALIKA, SAKARIA, IDAR",GUJARAT,27,28,7.3,8.3,1220,1460,0.7,1.1,3.5,7.7,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3220,"BOREWELL OF GIDC-NADIAD AT GIDC OFFICE, GIDC NADIA",GUJARAT,28,30,8.2,8.3,2630,2770,0,2.1,0.8,2.7,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3221,"BOREWELL OF TOWN RAJPIPLA, DIST.NARMADA",GUJARAT,30,30,7.6,7.6,740,740,0.9,0.9,0.5,0.5,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3222,"BOREWELL OF GIDC, PANOLI",GUJARAT,30,30,7.6,7.6,3470,3470,0.8,0.8,0.6,0.6,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3223,BOREWELL KADI INDUSTRIAL AREA,GUJARAT,30,31,8,8.1,1342,1485,1.4,1.6,4.7,4.8,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3224,DEESA BOREWELL,GUJARAT,25,30,7.7,8.5,739,1022,1.3,2,3.7,4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3225,VISNAGAR BOREWELL,GUJARAT,30,31,7.7,8.3,960,1600,1.1,4.4,3.5,7.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3226,PATAN BOREWELL,GUJARAT,25,30,8.1,8.6,1625,1783,1.6,3,3.5,5,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3227,VIJAPUR (RANASAN) BOREWELL,GUJARAT,30,30,7.2,7.6,1645,1750,1.4,1.9,2.2,4.9,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3228,"GIDC, HALOL, PANCHMAHAL",GUJARAT,30,32,7.2,7.7,1599,2580,0.7,1.5,1.1,2.6,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3229,"GIDC, DAHOD, DAHOD",GUJARAT,29,32,7.2,7.6,990,1459,0,3.1,1.4,1.9,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3230,"BOREWELL OF GIDC, JUNAGADH",GUJARAT,20,24,7.2,8.2,4470,4500,1.2,1.6,1.1,1.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3231,BOREWELL NEAR TSDF SITE OF SAURASHTRA ENVIRO PROJE,GUJARAT,27,27,8,8.2,1072,1158,2.2,4.9,0,1.2,12,12,38,39,2016,2016,"Calendar Year (Jan - Dec), 2016"
3232,"BOREWELL OF GIDC, ANTALIA WATER SUPPLY, BILLIMORA,",GUJARAT,26,28,7.8,8.1,1941,2206,0.9,1.2,0,0,8,141,8,345,2016,2016,"Calendar Year (Jan - Dec), 2016"
3233,"BOREWELL OF KALIAWADI GRID ROAD, NAVSARI",GUJARAT,25,27,8.1,8.2,2604,2667,1,1,0,0,8,8,13,13,2016,2016,"Calendar Year (Jan - Dec), 2016"
3234,BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIM,GUJARAT,30,30,7.1,7.4,7940,10013,5.6,6.1,4.9,13.1,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3235,"BOREWELL OF GIDC KALOL, B/H GIDC OFFICE, GIDC, KAL",GUJARAT,29,30,7.3,7.6,2406,3316,1.4,3,2.5,5.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3236,"BOREWELL OF M/S ALFA ECA (I) LTD., UNIT-1, SR.NO.",GUJARAT,28,30,7.7,8.4,1792,1880,1.5,1.5,1.9,4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3237,"BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-",GUJARAT,28,28,7.3,7.3,6390,6586,1.4,1.5,2,2.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3238,BOREWELL OF GIDC KANSARI,GUJARAT,30,30,7.8,7.9,4390,4970,0.5,2.1,1.7,3,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3239,"BOREWELL OF GIDC, SOJITRA",GUJARAT,30,31,7.7,7.9,3160,3160,1,2.2,1.5,2.4,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3240,"BOREWELL OF AJI GIDC, RAJKOT",GUJARAT,27,28,7.3,8,789,1490,1.2,1.3,0.9,1.2,,,2,2,2016,2016,"Calendar Year (Jan - Dec), 2016"
3241,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE, NAKARWAD",GUJARAT,26,28,7.6,7.9,1117,7730,1.3,2,1.1,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3242,"BOREWELL NEAR TSDF OF GUJARAT MARITIME BOARD, ALAN",GUJARAT,29,30,7.1,7.2,1320,1354,1.3,2.2,0.2,0.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3243,"BOREWELL OF GIDC, VARTEJ, BHAVNAGAR",GUJARAT,29,30,7.6,7.6,2120,2240,1.2,2,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3244,BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTUR,GUJARAT,29,29,7.9,7.9,3180,3180,,,1.2,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3245,BOREWELL AT DHANGADHRA NEAR DHANGADHRA CHEMICALS,GUJARAT,25,30,7.3,7.5,4690,5500,0.8,1.8,0,1.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3246,"BOREWELL OF GIDC OFFICE, SHANKAR TEKRI, UDHYOGNAGA",GUJARAT,28,28,7.6,7.7,1420,2458,0.4,0.4,0.4,0.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3247,"BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PL",GUJARAT,28,29,7.5,7.9,1855,3628,0.4,0.4,0.4,0.5,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,22,22,7.4,7.6,743,840,0.1,0.1,0.3,0.5,,,3.7,3.7,2016,2016,"Calendar Year (Jan - Dec), 2016"
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,21,21,7.1,7.7,780,910,0.1,0.1,0.3,0.6,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
1558,"AT BADDI, H.P",HIMACHAL PRADESH,17.6,19.5,8,8.6,826,1236,0.1,0.1,0,16.9,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
